Nitrogen,Phosphorus,Potassium,pH_Value,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Soil_Quality
15.41,51.51,148.79,5.14,18.06,1.34,4.3,16.51,44.39,2212.11,57.08
11.71,72.93,71.79,8.16,34.66,0.73,7.56,32.58,98.38,805.28,53.2
66.85,3.57,199.69,5.94,21.43,2.87,1.33,40.24,98.72,996.92,65.92
156.98,36.52,55.92,7.97,51.83,2.0,2.27,17.97,23.45,1809.71,65.42
141.54,47.92,118.0,6.84,57.9,1.96,1.78,37.41,30.34,2581.36,70.07
157.72,18.64,56.41,4.44,12.77,1.1,7.73,19.97,38.75,686.19,53.01
103.45,12.02,22.41,6.74,38.03,2.4,2.18,38.54,49.54,2871.16,71.29
88.04,87.03,113.52,8.42,49.64,3.03,1.06,28.04,72.28,1342.52,72.54
29.49,93.94,70.67,5.43,50.27,2.65,6.39,33.32,49.21,404.95,58.29
65.64,7.88,116.64,7.71,29.22,2.18,4.16,22.94,94.99,2615.78,67.73
86.8,34.9,111.74,4.79,17.4,1.29,4.76,38.91,58.09,2783.33,63.24
17.72,95.83,108.45,4.38,26.29,3.01,4.89,14.31,64.59,2468.7,58.03
44.12,8.32,24.66,5.84,46.31,2.02,4.94,16.77,70.1,1305.18,59.0
119.65,64.36,88.04,6.03,59.66,3.12,3.69,13.15,54.03,2830.04,74.36
147.13,97.22,162.4,8.45,35.49,0.96,7.81,43.24,70.77,996.56,47.99
199.67,97.82,63.03,6.49,15.73,2.32,1.48,26.32,27.17,265.69,56.27
186.62,47.12,88.77,4.03,7.31,3.28,7.67,26.71,60.17,1030.99,66.92
128.51,16.27,98.77,7.62,56.9,1.37,2.41,20.55,46.42,1097.12,65.25
84.25,20.21,172.55,6.55,31.57,3.33,1.6,26.44,36.16,2403.28,75.64
127.24,88.96,131.12,5.66,44.41,1.43,5.04,18.23,23.02,2145.3,60.76
157.13,91.17,20.04,8.71,41.31,1.59,7.15,43.31,82.47,1863.45,43.58
23.67,60.79,173.03,4.5,54.0,2.84,2.97,19.22,29.71,577.48,56.63
81.98,76.62,166.41,9.44,19.63,0.99,0.7,42.39,33.68,2399.8,55.13
167.96,73.99,150.73,5.67,29.29,2.5,4.34,27.08,33.45,96.0,71.25
76.77,66.18,93.21,6.5,55.25,1.11,7.88,25.3,98.43,657.69,66.13
114.37,82.73,151.51,9.54,37.21,2.12,3.18,38.13,40.27,1646.88,57.09
117.55,68.54,95.75,8.45,8.92,2.74,0.26,27.31,34.9,1427.86,75.77
36.9,53.4,147.32,3.98,15.7,0.19,4.06,19.34,97.54,2071.54,48.97
72.45,23.7,176.02,7.26,18.05,0.4,3.13,25.23,70.18,2379.14,61.84
66.9,74.39,178.11,5.52,59.66,3.28,0.63,25.39,74.6,2594.95,63.79
5.24,47.34,90.92,6.81,17.33,2.87,7.01,20.33,85.19,2894.66,67.56
4.84,29.48,171.87,8.33,52.83,3.08,4.99,24.71,63.7,1660.14,55.85
166.34,80.19,20.29,6.73,9.3,1.59,1.32,14.2,63.42,1741.6,59.73
54.61,69.67,20.36,3.96,14.99,2.54,7.42,42.91,99.86,1681.97,54.16
103.62,93.73,109.65,6.94,52.96,3.49,4.65,32.4,75.19,2688.74,73.77
59.75,16.54,130.37,3.66,54.44,1.57,5.54,16.76,76.92,2317.23,52.12
188.14,64.92,30.6,5.76,14.69,2.98,4.71,37.63,27.05,1492.03,64.85
51.86,24.42,94.44,6.61,17.64,0.37,7.83,19.32,29.14,2052.51,57.48
85.93,90.36,18.87,7.69,34.18,1.95,7.14,30.87,60.62,914.62,60.27
174.55,9.95,120.42,6.79,7.9,1.23,0.23,42.0,78.3,498.76,60.75
168.39,65.62,171.02,4.49,56.99,1.88,0.22,36.78,80.31,141.87,58.34
37.22,79.11,147.53,9.56,24.91,0.49,3.96,14.27,82.68,1244.24,50.05
160.53,35.49,75.66,7.73,31.91,1.35,2.58,29.1,77.03,1117.24,73.23
91.64,95.41,198.76,5.56,10.78,0.36,4.36,34.77,29.38,2275.91,49.4
96.59,85.07,132.59,9.78,6.79,1.64,2.77,17.07,86.71,1510.13,57.7
26.7,29.46,163.05,9.24,30.73,1.6,7.04,13.52,81.34,513.34,47.11
16.12,0.75,133.94,4.43,11.69,1.22,1.44,15.18,49.88,294.25,48.11
145.59,29.67,197.88,7.76,39.67,3.32,0.55,43.71,52.69,238.56,68.92
99.29,28.13,164.27,7.14,48.7,0.38,2.81,39.58,64.29,53.49,57.16
87.37,89.0,103.88,4.75,6.74,2.9,1.2,40.03,99.43,223.89,67.85
145.9,96.71,73.38,5.02,38.67,1.31,4.77,18.62,79.54,2261.47,57.24
153.1,7.04,136.43,7.16,49.86,0.78,3.83,29.54,87.02,2320.42,56.91
31.78,47.13,118.04,5.59,29.17,1.03,5.69,27.06,36.45,1065.0,69.72
122.05,54.83,125.87,8.93,57.78,3.17,0.68,39.2,60.46,98.98,72.12
27.07,9.29,68.6,4.14,11.12,2.9,6.06,24.76,65.01,386.44,63.95
150.28,37.75,85.75,9.44,22.76,0.15,2.28,28.83,23.54,1522.34,57.5
131.39,31.71,111.62,8.96,17.65,0.6,5.4,30.34,28.92,2931.05,59.14
191.32,53.61,167.86,8.3,59.79,2.4,2.4,23.0,37.15,367.26,50.59
13.79,66.12,152.58,5.21,21.18,1.18,6.69,11.19,90.67,462.93,52.19
11.41,70.35,23.73,8.15,26.34,3.23,6.69,27.33,82.01,1214.56,61.52
56.44,13.68,49.11,6.35,51.62,2.77,2.52,27.26,58.91,1846.72,72.54
52.34,81.29,5.33,7.62,56.15,3.08,7.29,11.43,82.74,1175.78,57.53
49.4,67.85,1.59,5.53,56.58,0.76,2.64,27.02,61.7,1878.27,58.54
181.25,88.91,44.88,8.93,35.7,0.61,7.18,27.89,93.75,195.67,45.54
49.91,44.93,159.86,3.76,41.48,3.27,1.63,14.71,42.82,536.8,68.34
54.39,89.39,180.95,7.99,24.2,1.47,2.37,15.04,29.51,212.47,53.57
151.88,86.58,78.35,8.89,38.39,1.51,7.09,42.78,23.92,2625.2,50.44
89.95,43.84,112.64,7.7,21.65,2.43,0.74,16.66,55.06,2396.12,76.29
155.34,38.11,141.21,4.75,46.03,1.45,5.64,20.92,44.42,800.28,56.9
13.07,93.28,190.59,5.35,21.9,3.08,5.49,20.42,97.39,2262.24,57.15
97.51,71.52,182.59,6.85,53.37,3.36,7.78,33.02,90.59,2432.52,67.03
6.72,92.82,11.44,5.64,12.89,1.23,7.78,32.47,54.39,2553.24,40.48
12.53,79.7,49.63,3.53,36.45,0.81,3.9,41.95,21.33,1299.08,41.52
181.29,60.93,9.83,3.76,33.64,0.36,5.3,24.1,27.52,2906.78,44.39
27.85,11.59,123.31,8.49,19.5,0.83,1.33,37.3,37.23,2676.81,51.98
106.48,29.15,142.1,4.04,6.54,0.57,1.89,23.21,51.38,2128.99,58.04
82.22,96.88,61.66,9.53,13.17,0.2,4.51,18.4,84.13,95.73,48.77
69.47,31.94,170.77,6.38,58.24,0.26,1.98,41.19,88.22,2211.53,55.88
179.97,9.33,90.56,8.43,56.77,1.83,1.81,26.93,99.93,1885.02,59.16
4.36,70.76,199.68,4.32,11.56,2.51,0.28,23.67,62.49,2836.59,57.78
132.76,73.4,0.08,9.52,25.62,3.44,0.68,41.7,95.85,1362.53,59.96
192.68,28.55,21.9,3.72,30.58,0.63,5.72,42.88,72.25,1765.49,37.71
112.03,29.77,60.36,3.77,31.29,2.47,0.21,25.8,58.24,1706.2,78.59
187.36,46.89,5.1,3.85,21.44,1.98,7.18,10.69,30.8,72.24,49.95
10.45,2.18,156.47,4.17,55.21,1.73,0.72,11.14,93.33,641.05,49.35
83.76,78.93,10.55,6.66,54.97,2.55,1.34,31.32,91.51,547.12,66.96
52.03,31.71,149.8,8.62,6.04,0.91,2.79,39.82,90.35,1064.66,57.77
146.16,85.38,10.51,5.35,40.75,1.16,5.84,40.63,97.09,827.06,52.74
196.26,80.26,50.55,8.35,9.09,1.41,5.64,41.54,85.52,969.75,49.21
51.31,66.14,168.26,8.53,37.86,0.72,2.05,38.26,20.44,222.49,56.43
130.83,32.49,190.22,9.4,52.68,1.73,2.68,40.53,77.2,458.77,51.45
39.62,51.63,82.91,4.47,40.72,0.55,6.59,39.46,53.27,1519.49,55.78
113.07,44.48,193.99,4.38,30.79,1.18,4.02,39.41,95.53,1527.64,60.28
92.79,33.89,125.38,4.29,57.68,0.48,3.72,21.46,82.75,291.08,63.66
194.4,84.81,83.17,5.84,46.06,0.22,5.1,23.78,84.25,1816.61,53.25
121.71,48.35,160.56,6.68,18.71,1.31,3.71,21.1,28.71,2934.57,69.74
69.9,83.27,59.07,6.5,26.28,2.2,3.53,15.41,57.14,1176.09,75.32
22.82,10.52,53.16,5.17,46.79,0.62,6.41,21.62,56.47,487.44,45.36
30.25,14.1,131.31,7.54,6.06,3.48,7.46,41.76,59.57,2986.48,53.49
45.06,97.73,78.1,5.7,8.52,1.03,4.44,43.99,83.69,1579.08,53.16
50.19,58.78,27.18,5.88,52.27,0.18,2.39,15.27,37.64,728.77,51.58
170.12,50.98,13.39,4.19,7.36,0.2,7.6,33.17,34.36,2631.95,37.96
112.24,52.32,157.57,7.35,42.32,2.37,5.65,43.84,88.63,378.84,68.41
104.68,21.53,135.18,7.76,22.54,2.38,5.27,17.23,86.79,556.86,69.33
22.95,71.87,82.36,8.43,50.42,3.17,4.89,39.4,73.3,2271.44,61.19
172.03,8.48,179.25,9.38,51.6,0.41,5.95,20.38,25.0,2733.2,37.42
144.56,57.33,82.17,8.48,57.43,1.38,6.23,24.36,77.6,1290.35,56.59
13.53,57.08,142.06,5.03,10.26,3.12,6.35,42.07,28.63,211.26,57.87
141.57,91.42,181.82,5.03,28.26,2.81,7.81,12.03,51.75,1874.46,57.97
108.71,52.62,168.14,9.45,36.57,0.89,3.35,25.7,87.15,2294.01,58.37
16.35,13.71,102.22,8.64,55.38,3.13,2.02,27.7,22.45,1579.14,60.83
91.66,57.28,136.13,8.58,19.66,2.41,3.21,41.53,70.74,1176.58,73.28
96.94,9.13,82.73,8.18,8.94,1.0,6.16,30.08,64.19,2033.29,54.65
33.15,20.38,129.44,5.24,16.1,0.25,4.37,43.08,50.15,1417.3,49.7
189.14,3.11,51.51,9.01,32.26,1.79,6.93,21.13,37.05,2345.03,46.79
170.0,51.33,86.95,4.43,42.46,2.52,1.97,27.28,33.25,18.55,70.04
133.8,8.45,41.91,5.78,42.99,1.01,5.92,10.79,87.2,1825.21,53.15
92.46,46.94,7.64,5.75,9.11,0.67,2.07,44.61,28.85,2537.0,56.28
82.35,93.29,117.71,7.14,46.88,0.36,6.41,18.16,97.21,2044.37,54.99
130.19,71.98,172.89,6.51,41.31,2.96,3.56,42.51,35.69,1703.71,75.58
109.09,7.74,5.12,6.49,27.41,0.29,7.92,24.01,77.71,669.88,64.22
12.45,22.42,39.21,7.1,36.41,2.17,5.38,15.78,64.58,1652.77,61.84
102.5,67.37,92.04,6.2,47.23,2.7,5.96,24.7,49.95,2445.09,69.61
161.28,89.47,133.18,5.12,19.42,2.75,0.44,21.34,93.14,2574.33,69.4
91.85,3.29,34.25,7.82,56.7,2.32,5.65,43.31,22.73,1913.87,52.0
10.39,81.25,11.34,8.64,12.58,2.32,3.41,36.99,81.36,2953.06,49.05
157.26,56.18,103.81,6.61,54.62,1.71,2.65,17.26,79.17,356.05,65.41
40.27,54.61,163.74,7.72,45.75,1.52,6.38,28.9,86.85,2050.64,54.57
51.72,95.78,7.05,6.98,41.33,0.57,1.91,33.45,91.34,130.39,53.68
32.94,74.76,69.87,3.88,9.56,1.92,1.54,30.28,56.59,2562.93,58.96
66.04,85.01,132.7,6.25,55.55,0.34,2.91,42.08,74.01,2332.75,48.38
151.35,35.4,26.15,3.56,21.24,1.69,5.07,13.95,66.02,2444.14,50.0
103.88,55.44,47.19,7.8,46.01,2.59,2.13,11.42,67.34,1084.25,78.16
40.98,61.54,107.1,6.8,53.66,1.61,4.51,31.42,22.0,642.67,62.69
175.57,32.16,190.65,4.32,18.44,1.83,3.14,36.09,97.03,637.49,49.7
175.92,57.02,57.47,7.02,55.3,2.96,3.23,38.33,32.97,2724.4,62.59
174.12,23.67,97.51,9.34,38.66,2.3,1.7,17.39,53.15,1566.75,69.04
47.76,14.34,79.99,5.71,41.25,0.53,2.64,16.65,76.03,570.63,63.18
90.25,37.4,179.48,9.89,55.3,1.95,2.26,39.35,37.05,237.85,56.29
197.0,73.93,14.38,9.74,33.97,1.34,2.02,21.81,29.29,1250.65,50.17
154.4,91.62,113.23,8.6,29.24,0.8,0.74,33.09,91.66,408.77,62.02
5.43,45.77,169.22,8.79,39.83,2.3,3.52,15.28,66.44,1064.54,61.67
13.04,64.28,197.62,6.17,35.47,1.41,2.03,38.03,30.78,405.47,57.02
92.79,10.3,139.75,6.12,8.38,2.71,7.69,43.63,89.84,1626.08,61.21
181.84,90.45,75.99,9.7,14.93,2.09,4.85,44.01,35.09,195.14,45.52
107.74,56.86,82.36,5.88,5.75,0.45,3.75,28.17,72.6,183.44,69.52
99.56,78.03,70.34,4.13,10.95,1.29,2.77,18.38,88.44,2449.45,63.35
21.09,79.44,120.72,4.49,45.14,1.02,3.74,14.94,69.57,250.81,51.7
131.36,25.65,147.88,8.12,5.26,0.61,2.8,18.6,20.56,2907.23,50.46
164.42,52.92,163.89,5.99,21.74,2.82,6.87,31.76,71.97,1733.7,70.95
76.08,96.05,83.32,4.8,29.71,1.39,2.12,25.26,65.42,882.3,69.04
155.12,8.96,143.34,8.79,56.58,2.19,2.31,26.71,62.25,816.22,62.18
192.9,68.3,183.24,6.68,22.99,3.1,5.71,26.6,44.49,1994.54,65.92
40.75,96.23,184.16,7.19,48.07,1.95,7.22,37.77,70.12,2588.8,51.64
104.67,30.06,140.81,4.5,27.48,0.98,5.47,39.1,21.32,1564.01,59.22
57.43,86.14,127.38,4.75,10.42,2.79,0.77,10.49,61.45,2294.99,70.46
158.57,93.37,106.31,4.32,10.44,1.58,7.2,42.14,46.26,2807.22,43.92
115.52,74.71,36.64,6.84,28.78,2.02,6.18,23.59,23.83,1815.96,72.39
126.92,23.13,24.73,8.54,8.18,3.17,1.99,18.43,40.99,1264.52,64.74
159.58,33.4,97.14,8.26,36.44,1.76,0.59,44.86,86.93,333.59,69.47
79.19,3.58,31.89,5.2,32.15,1.24,5.77,14.29,40.67,2073.14,53.54
183.02,83.15,115.4,9.04,43.64,2.57,1.95,21.24,57.76,2556.0,66.18
106.61,84.96,129.14,4.19,15.21,0.55,4.24,41.75,65.22,52.62,59.66
31.59,63.27,105.12,4.24,37.61,3.21,0.81,26.65,42.97,1940.22,76.85
139.18,35.25,7.29,9.02,14.6,3.21,4.59,42.4,63.47,202.96,61.64
158.65,7.68,11.55,5.09,44.72,2.07,0.27,18.45,96.44,2828.06,58.78
63.35,75.31,22.67,8.1,21.89,0.62,4.32,24.26,34.74,1243.68,56.59
171.44,72.65,30.73,3.56,38.79,1.64,6.69,11.81,91.37,556.01,45.4
181.23,91.26,197.98,4.11,53.55,1.54,4.69,25.9,64.89,606.81,47.1
55.38,73.05,68.9,7.46,31.85,1.11,7.09,10.02,82.34,271.64,62.79
196.7,82.87,58.39,4.69,15.58,0.7,4.44,21.09,67.93,1972.92,51.34
28.14,74.6,10.45,3.68,53.74,1.0,5.53,35.03,44.42,2635.83,34.77
40.4,63.07,127.06,6.54,24.72,1.99,2.99,35.35,65.97,1142.9,76.8
36.84,42.7,130.44,5.65,45.16,2.43,2.44,24.97,54.09,1592.5,72.06
178.8,90.21,35.09,8.71,22.61,3.43,2.75,10.45,67.5,776.7,62.86
130.86,65.1,183.85,8.82,21.4,0.83,0.91,14.58,65.23,2329.57,56.62
30.42,39.84,160.1,7.49,40.31,0.79,2.11,18.47,74.24,1948.41,63.49
88.06,8.35,46.06,5.4,13.6,0.5,3.16,10.58,78.01,2994.69,56.23
123.06,29.07,97.17,6.5,52.68,3.29,2.8,17.6,63.82,2553.65,78.95
16.69,54.37,91.68,8.06,26.32,1.4,4.02,28.33,84.86,422.31,60.84
176.48,27.56,69.7,3.95,6.06,3.24,3.96,14.4,74.87,2532.32,61.21
160.72,22.12,163.53,5.66,21.8,3.12,5.91,40.32,40.33,161.6,63.25
101.04,52.74,21.85,8.85,48.17,0.25,3.23,12.1,95.1,448.05,54.57
193.43,16.98,83.06,6.14,52.26,1.05,5.45,37.16,25.68,1154.54,54.13
83.55,80.04,85.61,7.56,36.23,1.13,7.14,25.62,70.64,568.97,62.34
196.82,48.44,93.75,4.13,21.18,1.04,3.7,31.45,68.99,855.55,60.82
133.58,57.39,172.27,8.55,34.03,1.55,4.47,26.92,55.55,2130.38,63.04
126.93,14.74,43.63,4.15,51.0,1.8,5.45,24.99,58.18,1682.65,58.22
33.19,32.46,20.58,9.1,22.38,2.68,4.0,33.81,82.2,1196.9,60.73
176.39,41.01,123.56,4.19,26.2,1.01,1.39,17.95,77.78,1938.04,56.08
85.5,80.82,34.77,9.29,34.68,1.12,2.42,27.04,53.14,0.6,53.97
32.45,77.02,14.99,5.86,53.79,2.14,0.32,38.26,37.13,2636.97,53.63
2.52,22.3,85.33,7.56,37.02,0.71,5.5,15.43,24.94,1183.09,51.99
111.95,61.62,43.93,9.0,16.42,1.71,2.31,13.25,77.94,1467.12,64.07
105.48,24.35,72.24,3.57,9.9,0.95,6.61,31.13,75.7,351.49,49.04
143.87,98.82,51.94,5.23,10.23,0.77,5.28,43.73,42.77,2271.82,43.5
178.05,95.21,18.53,9.4,57.26,2.81,5.92,25.02,96.24,2985.07,43.82
15.88,56.33,112.07,6.02,50.23,2.5,7.07,38.51,72.06,2298.99,58.55
146.3,69.89,5.4,8.09,47.12,0.95,3.46,26.46,73.27,418.62,53.62
37.48,80.14,193.28,4.41,32.3,1.51,1.59,18.21,65.07,2789.94,59.49
171.64,72.1,68.27,7.91,41.99,0.62,7.49,26.98,71.69,1753.43,54.48
163.81,69.98,139.03,3.98,12.0,0.28,7.97,25.47,99.93,2598.14,38.09
108.16,95.86,162.07,8.16,39.15,2.09,1.82,18.83,84.12,1266.35,68.04
142.05,59.65,55.82,5.6,49.59,1.34,5.95,22.36,53.8,835.51,64.88
62.87,63.63,149.75,6.53,8.42,0.8,0.67,23.72,35.6,64.05,69.96
94.23,84.93,166.48,4.58,21.29,0.49,0.32,40.08,80.27,2845.75,58.93
164.33,66.99,48.26,7.58,11.07,2.41,5.43,20.76,90.33,461.35,62.92
91.85,73.29,198.5,5.69,19.31,1.02,2.12,42.38,61.82,2346.11,61.85
71.56,23.42,4.14,5.99,47.49,3.19,6.96,10.47,93.88,835.04,64.45
98.84,37.13,43.4,7.74,23.26,0.76,4.15,14.49,64.67,1712.23,69.05
165.65,14.73,156.0,4.66,42.93,0.93,6.28,10.95,37.33,2476.97,45.4
67.04,50.58,38.83,9.04,47.53,3.0,0.92,36.87,54.08,1049.92,68.62
34.75,45.57,139.65,8.31,49.92,2.05,7.01,14.36,53.73,1296.32,58.68
142.4,99.72,171.11,7.26,53.04,0.47,1.6,30.09,33.94,431.36,52.36
165.2,61.12,191.84,4.33,37.87,1.97,4.59,37.23,75.01,1261.96,56.93
20.13,78.64,94.85,7.97,20.44,1.15,4.92,27.13,87.38,2476.81,50.79
47.97,33.4,194.22,3.62,13.28,2.61,0.62,13.43,36.71,2640.06,59.97
28.39,83.15,82.32,8.73,32.7,0.36,7.82,39.31,81.43,1900.96,47.29
69.59,61.51,43.63,5.47,10.7,3.22,2.49,17.22,31.66,1403.31,77.16
90.07,69.7,102.78,4.26,55.09,1.73,5.74,13.31,46.57,620.17,58.7
149.77,29.44,129.96,4.57,29.34,2.6,5.09,36.86,79.16,1365.39,68.67
130.23,54.86,91.59,9.76,53.01,2.5,0.36,10.98,51.99,2419.93,65.14
124.19,63.4,113.39,8.53,44.01,0.71,6.91,31.62,20.64,928.85,58.44
70.47,58.91,83.28,5.05,52.15,3.09,2.51,24.71,85.16,2404.24,75.94
168.29,91.52,104.95,9.76,53.62,0.89,2.07,25.2,37.94,10.62,51.69
94.26,89.83,190.52,4.41,7.93,0.75,0.56,38.16,88.42,1044.33,53.52
195.82,97.1,99.97,8.27,44.89,1.87,2.08,11.63,40.34,2970.57,51.53
126.83,66.74,50.64,7.77,17.46,3.45,5.0,35.96,40.39,2733.0,69.66
25.25,97.19,151.75,8.84,59.41,1.17,1.69,34.69,90.7,1940.85,36.46
135.24,83.25,67.52,5.98,47.81,3.38,3.79,41.13,47.96,1476.93,74.15
65.02,27.08,163.24,6.11,5.21,1.58,6.42,30.2,73.33,2125.58,60.58
137.27,42.74,11.37,7.56,56.01,2.94,7.65,15.6,48.56,2942.57,59.11
13.93,23.84,66.44,6.09,21.08,1.9,5.63,11.63,63.3,90.76,60.33
34.98,0.42,18.87,3.77,27.92,0.8,1.65,25.47,81.66,827.15,46.66
171.15,18.8,17.06,8.24,38.68,3.09,3.13,35.21,93.48,2985.6,56.87
45.44,0.41,131.68,7.67,55.4,0.34,4.48,11.48,72.15,1813.02,49.03
167.41,71.98,77.07,6.25,56.0,2.42,6.98,18.69,50.46,2192.72,62.86
55.86,42.55,174.3,5.47,35.99,2.92,4.43,36.98,51.53,2261.53,75.37
128.58,31.26,103.28,5.58,22.42,2.93,3.98,18.06,32.49,1185.64,76.71
138.83,76.17,59.07,8.32,20.36,2.33,2.15,23.34,65.24,2822.97,68.31
102.53,83.25,144.18,8.24,25.04,0.95,4.05,36.14,87.38,493.44,57.25
61.06,97.53,124.8,8.82,14.93,1.91,2.62,25.06,30.41,2433.8,56.15
42.53,64.2,159.92,8.45,41.84,2.24,4.56,37.0,40.88,1654.54,64.54
6.64,46.15,128.72,8.43,34.03,3.12,6.49,19.46,21.55,862.79,63.29
60.79,30.53,33.4,5.14,47.54,0.64,7.57,43.53,62.09,1437.36,51.31
130.63,22.23,134.06,4.16,10.18,1.68,6.5,13.28,24.65,1599.29,55.25
187.66,21.29,78.31,8.45,26.99,1.23,6.64,36.3,66.33,1090.99,58.79
174.24,40.92,92.63,4.14,18.19,1.55,2.93,12.6,42.74,914.8,60.79
153.21,99.18,184.31,9.88,34.44,0.72,5.59,39.58,84.22,1330.87,39.91
157.69,0.09,71.99,9.19,30.75,0.84,3.17,14.78,62.79,2509.61,49.87
133.0,19.72,122.39,6.97,29.73,2.72,0.29,30.53,58.52,2137.39,81.48
52.06,18.84,72.7,5.79,22.36,1.73,7.09,21.67,38.53,243.99,64.96
181.44,71.71,18.95,6.92,44.98,1.85,0.51,31.17,94.05,2299.38,59.59
134.15,35.25,90.71,8.27,31.49,3.15,1.01,11.67,96.18,2784.51,72.15
112.09,45.73,119.41,8.42,16.12,0.92,0.25,40.85,80.33,2874.83,67.38
22.2,14.86,81.5,3.98,35.11,1.22,0.63,35.0,44.5,1218.96,62.54
89.41,40.5,78.13,8.73,37.82,1.15,0.57,22.1,83.07,2750.81,73.28
92.07,10.32,164.08,7.67,6.18,2.34,5.45,26.47,77.94,502.72,63.83
172.91,53.3,5.94,3.76,16.21,2.01,6.84,31.92,36.92,1198.6,53.55
109.33,9.79,59.12,5.54,18.33,1.7,6.39,31.62,26.53,1520.3,64.78
76.08,79.05,162.35,6.82,18.64,2.37,5.05,32.39,35.44,548.26,62.01
195.36,56.66,184.11,4.72,18.14,1.75,6.31,15.42,89.35,2065.28,53.73
22.14,72.4,82.46,4.51,19.94,2.87,3.71,37.76,32.51,1234.09,66.96
84.51,41.85,177.76,3.59,19.45,1.49,7.26,26.09,83.37,384.53,57.53
8.4,38.15,39.79,9.43,53.62,3.13,3.73,38.01,45.48,1580.84,55.91
147.98,9.82,44.29,3.86,22.58,0.51,0.32,42.5,77.88,860.3,53.03
183.62,52.39,169.24,5.88,24.24,0.42,5.65,13.61,91.96,2823.09,57.95
56.01,51.45,180.65,4.84,19.64,2.33,6.66,22.46,83.05,2476.94,56.08
171.67,46.81,44.56,8.32,58.22,1.42,1.87,28.58,62.99,2454.0,56.2
58.44,74.05,11.86,8.1,34.45,1.65,2.61,14.72,20.39,1928.12,59.89
182.15,83.25,18.06,8.74,38.58,2.47,5.59,19.07,31.03,290.55,55.53
150.79,75.08,52.28,7.51,45.45,0.83,4.63,11.72,82.67,1336.84,57.93
160.98,14.39,152.29,7.35,23.35,0.25,7.13,33.85,27.77,1944.15,47.85
3.6,62.21,102.0,6.15,58.28,1.59,3.87,27.37,97.85,595.64,58.65
192.56,8.03,91.12,7.64,13.38,3.14,5.41,11.09,97.62,1206.91,60.94
145.33,69.46,116.83,4.25,30.18,1.63,2.25,20.63,43.51,1445.19,67.7
60.95,38.18,178.04,7.95,13.0,2.04,7.44,24.28,22.74,2502.59,63.48
165.88,13.25,18.09,4.18,48.47,0.81,3.02,21.99,79.75,1141.72,50.32
56.3,86.21,138.94,9.1,10.9,1.68,4.36,10.64,35.29,1047.97,51.44
174.55,61.4,185.36,6.79,35.46,1.73,4.97,20.07,78.67,2177.51,67.73
22.52,35.47,42.67,6.95,10.76,0.9,2.11,12.84,46.8,1021.5,56.83
140.74,3.07,167.55,7.3,29.9,0.66,2.6,10.2,49.82,296.46,58.15
108.14,53.73,139.6,8.54,20.42,1.29,4.07,22.36,68.07,2358.02,65.22
19.31,92.32,2.89,6.61,54.68,0.23,2.24,23.53,33.11,1108.25,48.64
48.38,59.64,46.32,6.28,7.92,0.67,1.13,42.01,97.56,2960.09,58.45
2.48,97.17,121.17,5.37,40.75,2.59,6.71,14.49,23.47,1520.41,58.43
93.75,13.65,100.48,4.33,43.24,2.31,2.67,34.51,95.83,192.59,69.45
60.25,56.83,105.59,4.74,53.89,1.16,3.39,19.22,43.89,2289.1,59.78
119.67,79.81,46.39,3.5,53.28,1.97,4.42,27.41,73.32,1133.06,62.51
59.45,52.55,135.0,9.15,58.74,2.92,6.76,25.08,99.84,369.03,61.8
59.98,9.11,53.28,8.47,18.97,2.95,1.21,26.94,38.96,1671.17,61.86
148.64,58.29,77.89,4.92,20.12,2.32,5.05,36.69,58.02,746.63,70.31
9.63,61.17,73.78,3.52,26.85,0.52,2.87,10.65,21.88,2817.83,50.86
180.58,72.87,134.41,6.7,34.57,0.65,6.97,21.52,37.18,2102.66,57.77
170.45,76.12,18.05,6.18,25.19,1.09,5.32,21.91,31.09,1244.53,61.31
133.56,77.08,41.11,8.54,45.72,2.38,1.25,13.32,80.33,2310.16,68.59
118.64,66.34,40.1,6.12,5.47,0.98,2.45,10.37,75.38,1392.28,56.68
178.46,21.58,21.68,9.12,5.97,1.68,0.39,35.17,59.11,2761.68,51.6
37.07,40.42,41.52,4.12,44.38,2.91,6.19,40.9,20.14,2135.99,53.03
15.79,77.61,121.41,5.88,53.57,3.13,3.36,20.88,36.46,2936.29,67.53
47.9,95.34,146.43,9.57,47.71,2.95,0.48,32.86,74.11,1017.61,60.8
158.92,7.89,132.06,3.58,11.44,0.5,0.21,44.83,21.07,2486.6,46.07
6.93,53.55,95.04,6.04,56.42,3.2,7.65,15.75,66.61,845.2,61.36
116.56,31.25,10.49,5.19,33.71,2.43,6.83,19.68,32.88,1017.47,68.92
199.09,22.54,191.8,6.96,45.83,2.2,2.74,38.63,66.56,726.28,53.97
171.14,50.58,33.62,5.31,16.06,0.94,4.18,10.11,83.27,2512.39,52.96
104.29,60.61,133.68,9.15,35.18,3.26,4.65,30.74,89.94,2701.2,74.72
12.73,0.98,182.58,9.59,23.15,0.16,4.17,26.73,54.59,589.98,42.78
166.27,78.02,139.56,9.02,58.61,0.38,2.53,35.23,68.28,2595.43,44.35
119.8,81.99,43.61,6.09,31.08,0.62,3.19,28.51,62.66,2894.13,60.83
22.99,96.55,63.16,9.93,46.56,2.46,1.53,28.07,63.2,1594.0,55.58
